DaysOnMarket,Latitude,Longitude,BathroomsTotalInteger,LivingArea,FireplaceYN,YearBuilt,ParkingTotal,BedroomsTotal,PoolPrivateYN,LotSizeAcres,Stories
44,33.662565,-117.800184,2.0,1532.0,True,1974.0,2.0,3.0,False,0.1146,1.0
13,33.610011,-117.2616,4.0,2436.0,True,1987.0,2.0,5.0,False,0.17,2.0
25,33.935592,-116.498105,2.0,1747.0,False,2025.0,2.0,4.0,False,0.1653,1.0
12,36.97575734,-122.03948361,3.0,2434.0,True,1963.0,4.0,4.0,True,0.194,1.0
181,34.081091,-117.839974,3.0,2055.0,True,1975.0,2.0,3.0,False,0.191,1.0
6,39.760554,-121.827781,2.0,1404.0,False,1994.0,2.0,3.0,False,0.13,1.0
27,34.226183,-118.978634,2.0,1309.0,False,1979.0,2.0,2.0,True,0.07,1.0
5,34.120527,-117.526154,3.0,3016.0,True,2001.0,4.0,5.0,True,0.182,2.0
8,37.4730198,-122.21994408,2.0,1310.0,True,1943.0,2.0,4.0,True,0.1405,1.0
23,34.4001,-118.554847,3.0,1839.0,True,1987.0,4.0,4.0,False,0.1149,2.0
2,34.166268,-118.129178,2.0,1132.0,True,1912.0,2.0,2.0,False,0.2322,1.0
15,34.442853,-118.51001,2.0,1381.0,True,1971.0,2.0,3.0,False,0.1746,1.0
14,32.84182339,-116.76019419,4.0,2325.0,False,1996.0,6.0,4.0,False,1.06,2.0
7,33.02962735,-117.06359607,2.0,1817.0,True,1970.0,5.0,3.0,False,0.202,1.0
20,34.186098,-118.282086,2.0,2501.0,True,1937.0,2.0,3.0,False,0.2569,1.0
22,37.84802886,-122.25870572,3.0,2488.0,True,1912.0,1.0,5.0,False,0.0956,2.0
0,33.686998,-117.179473,2.0,1582.0,True,1988.0,2.0,4.0,False,0.17,1.0
74,33.8255,-118.170572,2.0,1978.0,True,1931.0,2.0,3.0,False,0.1326,1.0
15,34.032224,-118.51725,2.0,1873.0,True,1935.0,3.0,3.0,False,0.1498,1.0
63,34.386757,-118.452249,5.0,4303.0,True,2018.0,5.0,5.0,False,0.2356,2.0
